_Eihop,_P0,hops,d,_R,_Nb
0.90,0.50,1,135,250,90
0.374,0.118,1,135,250,90
0.234,0.97,1,135,250,90
0.388,0.122,1,135,250,90
0.399,0.126,1,135,250,90
0.82,0.57,1,135,250,90
0.867,0.176,1,135,250,90
0.147,0.72,1,135,250,90
0.151,0.75,1,135,250,90
0.28,0.28,1,135,250,90
0.18,0.28,2,67,250,90
0.766,0.162,1,135,250,90
0.54,0.46,1,135,250,90
0.291,0.108,1,135,250,90
0.147,0.75,1,135,250,90
0.03,0.10,1,135,250,90
0.21,0.28,1,135,250,90
0.32,0.36,1,135,250,90
0.471,0.136,1,135,250,90
0.57,0.46,1,135,250,90
0.28,0.28,1,135,250,90
0.594,0.147,2,67,250,90
0.75,0.50,1,135,250,90
0.07,0.18,1,135,250,90
0.54,0.46,2,67,250,90
0.237,0.97,1,135,250,90
0.410,0.126,1,135,250,90
0.320,0.108,1,135,250,90
0.457,0.129,1,135,250,90
0.18,0.28,1,135,250,90
0.298,0.100,1,135,250,90
0.291,0.108,2,67,250,90
0.320,0.108,1,135,250,90
0.831,0.176,1,135,250,90
0.25,0.28,1,135,250,90
0.21,0.28,1,135,250,90
0.122,0.54,2,67,250,90
0.446,0.129,1,135,250,90
0.190,0.86,1,135,250,90
0.514,0.136,1,135,250,90
0.82,0.57,1,135,250,90
0.878,0.183,1,135,250,90
0.75,0.50,1,135,250,90
0.54,0.46,1,135,250,90
0.874,0.183,1,135,250,90
0.831,0.176,1,135,250,90
0.446,0.129,2,67,250,90
0.32,0.28,1,135,250,90
0.784,0.169,2,67,250,90
0.54,0.46,1,135,250,90
0.68,0.46,1,135,250,90
0.453,0.129,1,135,250,90
0.928,0.187,1,135,250,90
0.446,0.129,1,135,250,90
0.82,0.57,1,135,250,90
0.410,0.126,1,135,250,90
0.147,0.75,1,135,250,90
0.705,0.158,2,67,250,90
0.183,0.79,1,135,250,90
0.18,0.28,1,135,250,90
0.158,0.68,1,135,250,90
0.21,0.28,1,135,250,90
0.295,0.108,2,67,250,90
0.147,0.75,1,135,250,90
0.900,0.187,1,135,250,90
0.788,0.176,1,135,250,90
0.835,0.176,1,135,250,90
0.874,0.176,1,135,250,90
0.133,0.68,1,135,250,90
0.507,0.136,1,135,250,90
0.874,0.183,1,135,250,90
0.331,0.100,1,135,250,90
0.802,0.176,1,135,250,90
0.07,0.18,1,135,250,90
0.295,0.108,1,135,250,90
0.18,0.28,1,135,250,90
0.07,0.10,1,135,250,90
0.07,0.18,2,67,250,90
0.21,0.28,1,135,250,90
0.716,0.165,2,67,250,90
0.802,0.162,1,135,250,90
0.190,0.86,1,135,250,90
0.612,0.154,1,135,250,90
0.61,0.46,1,135,250,90
0.07,0.18,1,135,250,90
0.630,0.154,2,67,250,90
0.18,0.28,1,135,250,90
0.190,0.86,1,135,250,90
0.615,0.154,2,67,250,90
0.270,0.90,1,135,250,90
0.118,0.68,2,67,250,90
0.464,0.122,1,135,250,90
0.07,0.18,1,135,250,90
0.154,0.75,1,135,250,90
0.18,0.28,1,135,250,90
0.554,0.140,1,135,250,90
0.237,0.97,1,135,250,90
0.118,0.68,1,135,250,90
0.190,0.86,1,135,250,90
0.21,0.28,1,135,250,90
0.241,0.97,1,135,250,90
0.97,0.57,1,135,250,90
0.738,0.165,1,135,250,90
0.165,0.75,1,135,250,90
0.226,0.90,1,135,250,90
0.892,0.180,1,135,250,90
0.702,0.165,1,135,250,90
0.435,0.126,1,135,250,90
0.122,0.68,1,135,250,90
0.165,0.75,1,135,250,90
0.471,0.136,1,135,250,90
0.644,0.151,1,135,250,90
0.61,0.46,1,135,250,90
0.399,0.111,1,135,250,90
0.122,0.68,1,135,250,90
0.72,0.50,1,135,250,90
0.82,0.57,2,67,250,90
0.172,0.79,1,135,250,90
0.838,0.176,1,135,250,90
0.864,0.183,1,135,250,90
0.237,0.97,1,135,250,90
0.122,0.61,1,135,250,90
0.511,0.136,1,135,250,90
0.615,0.154,2,67,250,90
0.676,0.151,1,135,250,90
0.10,0.18,2,67,250,90
0.180,0.79,1,135,250,90
0.435,0.126,1,135,250,90
0.291,0.108,2,67,250,90
0.86,0.57,1,135,250,90
0.338,0.115,1,135,250,90
0.32,0.36,1,135,250,90
0.363,0.111,1,135,250,90
0.583,0.147,1,135,250,90
0.36,0.36,1,135,250,90
0.115,0.68,1,135,250,90
0.345,0.108,1,135,250,90
0.187,0.86,1,135,250,90
0.21,0.28,1,135,250,90
0.475,0.136,2,67,250,90
0.320,0.100,2,67,250,90
0.406,0.118,1,135,250,90
0.104,0.54,1,135,250,90
0.622,0.140,1,135,250,90
0.460,0.129,1,135,250,90
0.118,0.68,1,135,250,90
0.18,0.28,1,135,250,90
0.532,0.144,1,135,250,90
0.18,0.28,2,67,250,90
0.86,0.57,1,135,250,90
0.154,0.75,1,135,250,90
0.471,0.136,1,135,250,90
0.712,0.165,1,135,250,90
0.392,0.118,1,135,250,90
0.244,0.97,1,135,250,90
0.669,0.158,1,135,250,90
0.637,0.147,2,67,250,90
0.504,0.136,1,135,250,90
0.831,0.176,2,67,250,90
0.208,0.86,1,135,250,90
0.115,0.68,1,135,250,90
0.500,0.136,2,67,250,90
0.925,0.187,1,135,250,90
0.320,0.108,1,135,250,90
0.86,0.57,2,67,250,90
0.302,0.100,1,135,250,90
0.172,0.79,1,135,250,90
0.147,0.75,1,135,250,90
0.860,0.183,1,135,250,90
0.180,0.72,1,135,250,90
0.32,0.36,1,135,250,90
0.568,0.140,1,135,250,90
0.187,0.86,1,135,250,90
0.763,0.162,1,135,250,90
0.18,0.28,1,135,250,90
0.626,0.140,1,135,250,90
0.828,0.176,1,135,250,90
0.241,0.97,1,135,250,90
0.18,0.28,2,67,250,90
0.813,0.169,1,135,250,90
0.435,0.126,2,67,250,90
0.705,0.158,1,135,250,90
0.298,0.100,1,135,250,90
0.705,0.158,2,67,250,90
0.234,0.86,1,135,250,90
0.205,0.75,2,67,250,90
0.21,0.28,1,135,250,90
0.226,0.90,2,67,250,90
0.403,0.126,2,67,250,90
0.576,0.147,1,135,250,90
0.21,0.28,2,67,250,90
0.104,0.61,1,135,250,90
0.475,0.136,1,135,250,90
0.54,0.46,2,67,250,90
0.478,0.136,1,135,250,90
0.831,0.172,2,67,250,90
0.25,0.28,2,67,250,90
0.79,0.50,1,135,250,90
0.86,0.57,2,67,250,90
0.151,0.68,2,67,250,90
0.820,0.165,1,135,250,90
0.234,0.93,2,67,250,90
0.507,0.126,1,135,250,90
0.147,0.75,1,135,250,90
0.75,0.50,2,67,250,90
0.536,0.144,1,135,250,90
0.648,0.151,2,67,250,90
0.32,0.36,2,67,250,90
0.82,0.50,1,135,250,90
0.32,0.36,1,135,250,90
0.453,0.129,2,67,250,90
0.18,0.28,1,135,250,90
0.450,0.129,2,67,250,90
0.147,0.75,2,67,250,90
0.342,0.104,1,135,250,90
0.475,0.136,1,135,250,90
0.07,0.18,2,67,250,90
0.172,0.79,1,135,250,90
0.32,0.36,2,67,250,90
0.284,0.104,1,135,250,90
0.892,0.180,2,67,250,90
0.79,0.54,1,135,250,90
0.619,0.147,2,67,250,90
0.410,0.126,2,67,250,90
0.536,0.133,1,135,250,90
0.475,0.136,1,135,250,90
0.867,0.183,1,135,250,90
0.338,0.111,2,67,250,90
0.284,0.104,1,135,250,90
0.784,0.169,2,67,250,90
0.356,0.111,2,67,250,90
0.331,0.108,1,135,250,90
0.54,0.46,2,67,250,90
0.410,0.115,1,135,250,90
0.14,0.21,2,67,250,90
0.450,0.126,1,135,250,90
0.532,0.144,2,67,250,90
0.586,0.140,1,135,250,90
0.594,0.147,2,67,250,90
0.154,0.75,1,135,250,90
0.331,0.108,2,67,250,90
0.273,0.100,1,135,250,90
0.388,0.118,2,67,250,90
0.651,0.154,1,135,250,90
0.471,0.136,2,67,250,90
0.133,0.68,1,135,250,90
0.72,0.50,2,67,250,90
0.25,0.28,2,67,250,90
0.522,0.140,1,135,250,90
0.03,0.10,1,135,250,90
0.864,0.183,2,67,250,90
0.07,0.18,2,67,250,90
0.799,0.169,1,135,250,90
0.381,0.118,1,135,250,90
0.381,0.115,2,67,250,90
0.18,0.28,2,67,250,90
0.61,0.46,1,135,250,90
0.07,0.18,1,135,250,90
0.673,0.151,2,67,250,90
0.21,0.28,2,67,250,90
0.255,0.93,1,135,250,90
0.237,0.93,2,67,250,90
0.507,0.136,1,135,250,90
0.07,0.18,1,135,250,90
0.54,0.46,2,67,250,90
0.298,0.108,2,67,250,90
0.759,0.169,1,135,250,90
0.748,0.165,1,135,250,90
0.219,0.90,1,135,250,90
0.583,0.147,2,67,250,90
0.72,0.50,2,67,250,90
0.572,0.144,1,135,250,90
0.57,0.46,1,135,250,90
0.730,0.162,2,67,250,90
0.745,0.158,1,135,250,90
0.07,0.18,2,67,250,90
0.406,0.122,1,135,250,90
0.345,0.115,1,135,250,90
0.680,0.162,2,67,250,90
0.32,0.36,1,135,250,90
0.86,0.57,2,67,250,90
0.21,0.28,1,135,250,90
0.50,0.39,2,67,250,90
0.72,0.50,1,135,250,90
0.25,0.28,2,67,250,90
0.18,0.28,1,135,250,90
0.72,0.50,2,67,250,90
0.03,0.10,1,135,250,90
0.241,0.97,2,67,250,90
0.21,0.28,1,135,250,90
0.892,0.180,2,67,250,90
0.03,0.07,2,67,250,90
0.856,0.172,1,135,250,90
0.07,0.18,2,67,250,90
0.356,0.111,1,135,250,90
0.32,0.32,2,67,250,90
0.252,0.93,1,135,250,90
0.07,0.18,2,67,250,90
0.421,0.122,1,135,250,90
0.32,0.36,2,67,250,90
0.504,0.133,1,135,250,90
0.471,0.136,1,135,250,90
0.147,0.75,2,67,250,90
0.680,0.162,1,135,250,90
0.597,0.147,2,67,250,90
0.32,0.36,1,135,250,90
0.14,0.21,2,67,250,90
0.57,0.46,2,67,250,90
0.327,0.108,1,135,250,90
0.57,0.46,1,135,250,90
0.522,0.140,2,67,250,90
0.54,0.46,1,135,250,90
0.831,0.176,2,67,250,90
0.219,0.90,1,135,250,90
0.190,0.86,2,67,250,90
0.136,0.68,1,135,250,90
0.320,0.108,2,67,250,90
0.122,0.68,1,135,250,90
0.547,0.136,2,67,250,90
0.237,0.97,1,135,250,90
0.252,0.97,2,67,250,90
0.104,0.61,1,135,250,90
0.122,0.64,2,67,250,90
0.237,0.97,1,135,250,90
0.518,0.136,2,67,250,90
0.32,0.36,1,135,250,90
0.180,0.79,2,67,250,90
0.140,0.64,1,135,250,90
0.151,0.75,2,67,250,90
0.07,0.18,1,135,250,90
0.471,0.136,2,67,250,90
0.216,0.86,1,135,250,90
0.72,0.50,2,67,250,90
0.86,0.57,1,135,250,90
0.651,0.154,2,67,250,90
0.115,0.68,2,67,250,90
0.50,0.39,2,67,250,90
0.403,0.126,1,135,250,90
0.115,0.68,2,67,250,90
0.597,0.151,1,135,250,90
0.32,0.32,1,135,250,90
0.705,0.158,2,67,250,90
0.104,0.61,1,135,250,90
0.118,0.68,2,67,250,90
0.338,0.115,1,135,250,90
0.244,0.97,2,67,250,90
0.831,0.176,1,135,250,90
0.637,0.151,2,67,250,90
0.14,0.21,2,67,250,90
0.234,0.86,1,135,250,90
0.18,0.28,2,67,250,90
0.378,0.118,1,135,250,90
0.54,0.46,2,67,250,90
0.500,0.133,1,135,250,90
0.291,0.108,1,135,250,90
0.846,0.180,2,67,250,90
0.03,0.10,2,67,250,90
0.219,0.90,1,135,250,90
0.172,0.79,2,67,250,90
0.345,0.108,1,135,250,90
0.655,0.147,1,135,250,90
0.86,0.57,1,135,250,90
0.86,0.57,2,67,250,90
0.32,0.36,1,135,250,90
0.03,0.10,2,67,250,90
0.82,0.57,1,135,250,90
0.392,0.118,2,67,250,90
0.471,0.136,1,135,250,90
0.928,0.187,2,67,250,90
0.54,0.46,1,135,250,90
0.68,0.46,2,67,250,90
0.190,0.86,2,67,250,90
0.547,0.133,1,135,250,90
0.07,0.18,2,67,250,90
0.694,0.165,1,135,250,90
0.54,0.46,1,135,250,90
0.504,0.136,2,67,250,90
0.18,0.18,1,135,250,90
0.273,0.97,2,67,250,90
0.57,0.46,1,135,250,90
0.54,0.46,2,67,250,90
0.140,0.72,1,135,250,90
0.147,0.75,1,135,250,90
0.720,0.158,2,67,250,90
0.212,0.86,1,135,250,90
0.831,0.176,2,67,250,90
0.190,0.86,2,67,250,90
0.673,0.151,1,135,250,90
0.21,0.28,1,135,250,90
0.360,0.111,2,67,250,90
0.72,0.43,2,67,250,90
0.424,0.111,1,135,250,90
0.738,0.165,1,135,250,90
0.07,0.18,1,135,250,90
0.666,0.158,2,67,250,90
0.280,0.100,1,135,250,90
0.928,0.187,2,67,250,90
0.241,0.97,1,135,250,90
0.32,0.32,2,67,250,90
0.309,0.104,2,67,250,90
0.262,0.93,2,67,250,90
0.518,0.140,1,135,250,90
0.133,0.68,1,135,250,90
0.190,0.86,2,67,250,90
0.32,0.36,1,135,250,90
0.547,0.136,2,67,250,90
0.07,0.18,2,67,250,90
0.324,0.100,1,135,250,90
0.21,0.28,1,135,250,90
0.856,0.172,2,67,250,90
0.464,0.126,1,135,250,90
0.496,0.126,2,67,250,90
0.18,0.28,2,67,250,90
0.230,0.93,1,135,250,90
0.342,0.111,1,135,250,90
0.255,0.93,2,67,250,90
0.18,0.28,1,135,250,90
0.61,0.46,2,67,250,90
0.291,0.108,1,135,250,90
0.273,0.100,2,67,250,90
0.68,0.46,2,67,250,90
0.183,0.72,1,135,250,90
0.190,0.86,1,135,250,90
0.277,0.100,2,67,250,90
0.306,0.104,1,135,250,90
0.03,0.10,2,67,250,90
0.738,0.165,1,135,250,90
0.14,0.21,2,67,250,90
0.190,0.86,2,67,250,90
0.604,0.144,1,135,250,90
0.133,0.68,1,135,250,90
0.115,0.61,2,67,250,90
0.180,0.79,2,67,250,90
0.558,0.133,1,135,250,90
0.626,0.147,1,135,250,90
0.115,0.68,1,135,250,90
0.457,0.129,2,67,250,90
0.180,0.82,1,135,250,90
0.212,0.82,2,67,250,90
0.46,0.39,1,135,250,90
0.108,0.61,2,67,250,90
0.18,0.28,2,67,250,90
0.493,0.133,1,135,250,90
0.586,0.147,1,135,250,90
0.730,0.162,2,67,250,90
0.07,0.18,2,67,250,90
0.234,0.86,1,135,250,90
0.874,0.183,1,135,250,90
0.75,0.54,1,135,250,90
0.338,0.115,2,67,250,90
0.68,0.46,2,67,250,90
0.338,0.115,1,135,250,90
0.54,0.46,1,135,250,90
0.381,0.118,2,67,250,90
0.532,0.144,1,135,250,90
0.666,0.158,2,67,250,90
0.18,0.28,1,135,250,90
0.36,0.36,2,67,250,90
0.493,0.133,1,135,250,90
0.684,0.151,2,67,250,90
0.342,0.115,1,135,250,90
0.237,0.97,2,67,250,90
0.50,0.43,2,67,250,90
0.644,0.154,1,135,250,90
0.194,0.86,1,135,250,90
0.698,0.165,2,67,250,90
0.03,0.14,1,135,250,90
0.115,0.68,2,67,250,90
0.403,0.126,1,135,250,90
0.237,0.97,2,67,250,90
0.140,0.72,2,67,250,90
0.18,0.28,2,67,250,90
0.126,0.61,1,135,250,90
0.212,0.86,1,135,250,90
0.18,0.28,2,67,250,90
0.50,0.43,1,135,250,90
0.50,0.32,2,67,250,90
0.244,0.97,2,67,250,90
0.460,0.129,1,135,250,90
0.403,0.126,1,135,250,90
0.381,0.118,2,67,250,90
0.10,0.18,2,67,250,90
0.82,0.57,1,135,250,90
0.46,0.39,2,67,250,90
0.36,0.36,1,135,250,90
0.885,0.183,2,67,250,90
0.07,0.18,1,135,250,90
0.262,0.97,2,67,250,90
0.07,0.18,2,67,250,90
0.115,0.61,1,135,250,90
0.237,0.97,1,135,250,90
0.165,0.79,2,67,250,90
0.151,0.68,2,67,250,90
0.565,0.140,1,135,250,90
0.133,0.68,1,135,250,90
0.226,0.90,2,67,250,90
0.50,0.43,1,135,250,90
0.774,0.169,2,67,250,90
0.309,0.104,1,135,250,90
0.270,0.97,2,67,250,90
0.32,0.36,2,67,250,90
0.309,0.104,1,135,250,90
0.410,0.118,2,67,250,90
0.666,0.158,1,135,250,90
0.21,0.28,1,135,250,90
0.147,0.75,2,67,250,90
0.07,0.18,2,67,250,90
0.280,0.93,1,135,250,90
0.154,0.75,1,135,250,90
0.738,0.165,2,67,250,90
0.07,0.18,1,135,250,90
0.36,0.36,2,67,250,90
0.54,0.39,1,135,250,90
0.356,0.104,2,67,250,90
0.781,0.165,1,135,250,90
0.874,0.176,2,67,250,90
0.72,0.50,1,135,250,90
0.273,0.90,2,67,250,90
0.07,0.18,1,135,250,90
0.338,0.111,2,67,250,90
0.115,0.68,2,67,250,90
0.813,0.172,1,135,250,90
0.57,0.46,2,67,250,90
0.223,0.90,1,135,250,90
0.385,0.111,1,135,250,90
0.752,0.169,1,135,250,90
0.331,0.111,1,135,250,90
0.07,0.10,1,135,250,90
0.61,0.46,2,67,250,90
0.673,0.147,1,135,250,90
0.82,0.57,1,135,250,90
0.385,0.118,2,67,250,90
0.194,0.79,2,67,250,90
0.493,0.133,1,135,250,90
0.86,0.50,2,67,250,90
0.118,0.68,2,67,250,90
0.252,0.93,1,135,250,90
0.158,0.72,1,135,250,90
0.608,0.151,2,67,250,90
0.367,0.111,2,67,250,90
0.151,0.75,2,67,250,90
0.442,0.126,1,135,250,90
0.115,0.61,2,67,250,90
0.82,0.57,1,135,250,90
0.32,0.36,2,67,250,90
0.183,0.72,1,135,250,90
0.385,0.115,2,67,250,90
0.75,0.54,1,135,250,90
0.644,0.144,2,67,250,90
0.100,0.54,2,67,250,90
0.82,0.57,2,67,250,90
0.554,0.136,1,135,250,90
0.122,0.68,2,67,250,90
0.266,0.86,2,67,250,90
0.07,0.18,2,67,250,90
0.381,0.118,1,135,250,90
0.07,0.18,1,135,250,90
0.32,0.36,2,67,250,90
0.54,0.46,1,135,250,90
0.748,0.154,2,67,250,90
0.93,0.57,2,67,250,90
0.493,0.133,1,135,250,90
0.07,0.18,2,67,250,90
0.36,0.36,1,135,250,90
0.07,0.18,2,67,250,90
0.115,0.68,1,135,250,90
0.50,0.39,1,135,250,90
0.118,0.61,2,67,250,90
0.226,0.90,2,67,250,90
0.180,0.82,1,135,250,90
0.349,0.108,2,67,250,90
0.633,0.147,1,135,250,90
0.100,0.57,2,67,250,90
0.630,0.151,1,135,250,90
0.190,0.86,1,135,250,90
0.237,0.97,1,135,250,90
0.795,0.169,1,135,250,90
0.50,0.39,1,135,250,90
0.838,0.169,1,135,250,90
0.46,0.39,1,135,250,90
0.151,0.75,2,67,250,90
0.388,0.111,2,67,250,90
0.853,0.180,1,135,250,90
0.07,0.18,1,135,250,90
0.122,0.61,2,67,250,90
0.399,0.115,2,67,250,90
0.396,0.111,1,135,250,90
0.572,0.140,2,67,250,90
0.180,0.82,1,135,250,90
0.417,0.118,1,135,250,90
0.118,0.68,2,67,250,90
0.50,0.43,1,135,250,90
0.68,0.50,1,135,250,90
0.18,0.28,2,67,250,90
0.208,0.82,2,67,250,90
0.608,0.144,2,67,250,90
0.36,0.36,2,67,250,90
0.208,0.86,2,67,250,90
0.637,0.151,1,135,250,90
0.36,0.36,1,135,250,90
0.655,0.140,2,67,250,90
0.392,0.122,1,135,250,90
0.316,0.108,1,135,250,90
0.331,0.111,2,67,250,90
0.72,0.50,2,67,250,90
0.158,0.72,2,67,250,90
0.36,0.36,1,135,250,90
0.349,0.108,2,67,250,90
0.07,0.18,1,135,250,90
0.752,0.154,1,135,250,90
0.133,0.68,1,135,250,90
0.57,0.43,1,135,250,90
0.14,0.21,1,135,250,90
0.104,0.57,2,67,250,90
0.32,0.36,2,67,250,90
0.424,0.122,1,135,250,90
0.669,0.147,2,67,250,90
0.543,0.133,1,135,250,90
0.07,0.14,1,135,250,90
0.644,0.151,2,67,250,90
0.489,0.133,1,135,250,90
0.374,0.115,1,135,250,90
0.594,0.140,1,135,250,90
0.522,0.140,2,67,250,90
0.90,0.57,2,67,250,90
0.158,0.72,1,135,250,90
0.622,0.147,2,67,250,90
0.07,0.18,1,135,250,90
0.28,0.28,2,67,250,90
0.03,0.10,1,135,250,90
0.25,0.28,2,67,250,90
0.104,0.61,2,67,250,90
0.464,0.122,1,135,250,90
0.147,0.75,1,135,250,90
0.176,0.79,2,67,250,90
0.226,0.90,1,135,250,90
0.100,0.57,1,135,250,90
0.345,0.115,2,67,250,90
0.370,0.115,1,135,250,90
0.896,0.180,2,67,250,90
0.896,0.180,1,135,250,90
0.154,0.75,1,135,250,90
0.03,0.07,1,135,250,90
0.32,0.36,1,135,250,90
0.709,0.158,1,135,250,90
0.32,0.36,1,135,250,90
0.522,0.140,1,135,250,90
0.324,0.100,1,135,250,90
0.46,0.36,2,67,250,90
0.691,0.154,1,135,250,90
0.72,0.50,2,67,250,90
0.07,0.14,2,67,250,90
0.118,0.57,2,67,250,90
0.788,0.158,1,135,250,90
0.07,0.18,1,135,250,90
0.32,0.36,1,135,250,90
0.57,0.39,1,135,250,90
0.82,0.57,2,67,250,90
0.802,0.169,1,135,250,90
0.799,0.169,1,135,250,90
0.748,0.158,2,67,250,90
0.07,0.18,2,67,250,90
0.712,0.158,2,67,250,90
0.424,0.122,1,135,250,90
0.244,0.97,1,135,250,90
0.615,0.154,1,135,250,90
0.910,0.183,1,135,250,90
0.18,0.28,1,135,250,90
0.543,0.136,1,135,250,90
0.18,0.28,2,67,250,90
0.734,0.162,1,135,250,90
0.75,0.50,2,67,250,90
0.622,0.144,1,135,250,90
